id	entry	check	category	status	value
PORT-limbo_local-034-realtime-safety	limbo_local	034-realtime-safety	audio	recorded	not approved as universal evidence
PORT-limbo_local-035-portmaster-mapping	limbo_local	035-portmaster-mapping	input	recorded	SDL to Android input queue
PORT-limbo_local-036-input-hotplug	limbo_local	036-input-hotplug	input	recorded	not final
PORT-limbo_local-037-cursor-context	limbo_local	037-cursor-context	input	recorded	optional cursor mapping not final
PORT-limbo_local-038-single-instance	limbo_local	038-single-instance	lifecycle	recorded	local launcher exact comm/executable checks
PORT-limbo_local-039-save-pause-exit	limbo_local	039-save-pause-exit	lifecycle	recorded	reverse NativeActivity shutdown designed; final gameplay validation pending
PORT-limbo_local-040-physical-stacks	limbo_local	040-physical-stacks	evidence	recorded	[{"level":"negative-wip","release":"local WIP","result":"reached scene/press-start but encountered driver-lock failures and awaits clean-device validation","stack":"NextOS Mali-450/fbdev"}]
PORT-limbo_local-041-limitations	limbo_local	041-limitations	evidence	recorded	["Must not supply positive workaround code","The small package demonstrates desired launcher size only","No current official PortMaster LIMBO entry was found; Depths of Limbo is another game"]
PORT-limbo_local-042-generalization	limbo_local	042-generalization	generalization	recorded	{"allowed":["product goal: thin launcher and centralized complexity","negative warning against NOPing waits or misrouting GL imports"],"forbidden":["copy WIP workaround","call it complete","claim official current PortMaster status"]}
PORT-oceanhorn-001-canonical-id	oceanhorn	001-canonical-id	identity	recorded	oceanhorn
PORT-oceanhorn-002-title	oceanhorn	002-title	identity	recorded	Oceanhorn: Chronos Dungeon
PORT-oceanhorn-003-support-scope	oceanhorn	003-support-scope	classification	recorded	multi-device-version-split
PORT-oceanhorn-004-publication	oceanhorn	004-publication	classification	recorded	current-public
PORT-oceanhorn-005-positive-reference	oceanhorn	005-positive-reference	classification	recorded	true
PORT-oceanhorn-006-local-path	oceanhorn	006-local-path	source	recorded	ports/oceanhorn
PORT-oceanhorn-007-remote-url	oceanhorn	007-remote-url	source	recorded	https://github.com/NextOs-Ports/oceanhorn-nextos
PORT-oceanhorn-008-source-snapshot	oceanhorn	008-source-snapshot	source	recorded	8f05e0408186236e15d9b6bd4b10d0a1f4c16aa6
PORT-oceanhorn-009-release-tag	oceanhorn	009-release-tag	release	recorded	v1.0.7
PORT-oceanhorn-010-release-commit	oceanhorn	010-release-commit	release	recorded	8f05e0408186236e15d9b6bd4b10d0a1f4c16aa6
PORT-oceanhorn-011-release-asset	oceanhorn	011-release-asset	release	recorded	Oceanhorn.Chronos.Dungeon.Universal.v1.0.7.zip
PORT-oceanhorn-012-release-sha256	oceanhorn	012-release-sha256	release	recorded	4c3e094c04183408a17e44f8716ce29cb140e3101b9bf303447a1fdcf88ea024
PORT-oceanhorn-013-data-policy	oceanhorn	013-data-policy	data	recorded	BYO only
PORT-oceanhorn-014-package-identity	oceanhorn	014-package-identity	data	recorded	Oceanhorn Chronos Dungeon 4.0b54 ARM64 Unity payload
PORT-oceanhorn-015-version-rule	oceanhorn	015-version-rule	data	recorded	matching Unity libraries and data tree
PORT-oceanhorn-016-transactional-install	oceanhorn	016-transactional-install	data	recorded	public loader package prepares user-owned data
PORT-oceanhorn-017-guest-abi	oceanhorn	017-guest-abi	abi	recorded	Android AArch64
PORT-oceanhorn-018-host-abi	oceanhorn	018-host-abi	abi	recorded	Linux AArch64
PORT-oceanhorn-019-elf-class	oceanhorn	019-elf-class	abi	recorded	ELF64
PORT-oceanhorn-020-float-abi	oceanhorn	020-float-abi	abi	recorded	AAPCS64
PORT-oceanhorn-021-interpreter	oceanhorn	021-interpreter	abi	recorded	host AArch64 dynamic loader
PORT-oceanhorn-022-glibc-ceiling	oceanhorn	022-glibc-ceiling	abi	recorded	public package <= GLIBC_2.30
PORT-oceanhorn-023-loader-family	oceanhorn	023-loader-family	loader	recorded	Unity 2022.3.61f1 IL2CPP so-loader
PORT-oceanhorn-024-init-array	oceanhorn	024-init-array	loader	recorded	module constructors preserved
PORT-oceanhorn-025-jni-onload	oceanhorn	025-jni-onload	loader	recorded	UnityPlayer JNI entry points in native order
PORT-oceanhorn-026-native-lifecycle	oceanhorn	026-native-lifecycle	loader	recorded	surface, resume, focus, render, focus loss, pause and teardown
PORT-oceanhorn-027-video-ownership	oceanhorn	027-video-ownership	video	recorded	firmware EGL/fbdev or SDL/KMS path
PORT-oceanhorn-028-backend-detection	oceanhorn	028-backend-detection	video	recorded	GLES and memory measured
PORT-oceanhorn-029-gles-probe	oceanhorn	029-gles-probe	video	recorded	GLES2/GLES3 context and texture capabilities
PORT-oceanhorn-030-drawable-size	oceanhorn	030-drawable-size	video	recorded	real 640x480 or 1280x720 drawable
PORT-oceanhorn-031-video-fix-scope	oceanhorn	031-video-fix-scope	video	recorded	external alpha and resident-stream fixes exact to affected assets
PORT-oceanhorn-032-native-audio-first	oceanhorn	032-native-audio-first	audio	recorded	FMOD data and mixer retained
PORT-oceanhorn-033-audio-fallback-condition	oceanhorn	033-audio-fallback-condition	audio	recorded	failing async Android stream becomes bounded resident sample; OpenSL output to SDL
PORT-oceanhorn-034-realtime-safety	oceanhorn	034-realtime-safety	audio	recorded	resident ceiling and soft limiter
PORT-oceanhorn-035-portmaster-mapping	oceanhorn	035-portmaster-mapping	input	recorded	first SDL controller with Android InputDevice ranges
PORT-oceanhorn-036-input-hotplug	oceanhorn	036-input-hotplug	input	recorded	SDL controller publication
PORT-oceanhorn-037-cursor-context	oceanhorn	037-cursor-context	input	recorded	not-applicable: native Rewired/controller path
PORT-oceanhorn-038-single-instance	oceanhorn	038-single-instance	lifecycle	recorded	foreground process
PORT-oceanhorn-039-save-pause-exit	oceanhorn	039-save-pause-exit	lifecycle	recorded	pause Unity, flush preferences, stop audio and exit
PORT-oceanhorn-040-physical-stacks	oceanhorn	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"pre-v1.0.7 compatible loader line","result":"title, cutscene, dungeon, audio, control and exit","stack":"R36S/ArkOS Mali-G31/KMSDRM"},{"level":"physical-full","release":"pre-v1.0.7 compatible loader line","result":"same loader without regression","stack":"NextOS Mali-450/fbdev"},{"level":"release-fix","release":"v1.0.7","result":"real low-memory crash addressed","stack":"ArkOS/AeUX low-memory route"}]
PORT-oceanhorn-041-limitations	oceanhorn	041-limitations	evidence	recorded	["Full v1.0.7 regression on both original targets is not explicitly recorded","Local multiplayer is unvalidated"]
PORT-oceanhorn-042-generalization	oceanhorn	042-generalization	generalization	recorded	{"allowed":["bounded stream-to-resident fallback","memory capability profile","Unity teardown order"],"forbidden":["global alpha replacement","claim latest release fully revalidated without a recorded cycle"]}
PORT-partyboard-001-canonical-id	partyboard	001-canonical-id	identity	recorded	partyboard
PORT-partyboard-002-title	partyboard	002-title	identity	recorded	PartyBoard / Mario Party 4
PORT-partyboard-003-support-scope	partyboard	003-support-scope	classification	recorded	single-stack-device-specific
PORT-partyboard-004-publication	partyboard	004-publication	classification	recorded	current-public
PORT-partyboard-005-positive-reference	partyboard	005-positive-reference	classification	recorded	true
PORT-partyboard-006-local-path	partyboard	006-local-path	source	recorded	external:partyboard-nextos
PORT-partyboard-007-remote-url	partyboard	007-remote-url	source	recorded	https://github.com/NextOs-Ports/partyboard-nextos
PORT-partyboard-008-source-snapshot	partyboard	008-source-snapshot	source	recorded	6f9d890afef05413fd91fddabaad0114e203e326
PORT-partyboard-009-release-tag	partyboard	009-release-tag	release	recorded	v1.1
PORT-partyboard-010-release-commit	partyboard	010-release-commit	release	recorded	6f9d890afef05413fd91fddabaad0114e203e326
PORT-partyboard-011-release-asset	partyboard	011-release-asset	release	recorded	PartyBoard-NextOS-v1.1.zip
PORT-partyboard-012-release-sha256	partyboard	012-release-sha256	release	recorded	5c9cda1eeff4d2bd8c67ecad32f52c745684c74e8547de84af3defa7c1d12945
PORT-partyboard-013-data-policy	partyboard	013-data-policy	data	recorded	BYO GameCube data only
PORT-partyboard-014-package-identity	partyboard	014-package-identity	data	recorded	Mario Party 4 legal disc data
PORT-partyboard-015-version-rule	partyboard	015-version-rule	data	recorded	exact PartyBoard/Aurora-supported disc layout
PORT-partyboard-016-transactional-install	partyboard	016-transactional-install	data	recorded	package contains no game data
PORT-partyboard-017-guest-abi	partyboard	017-guest-abi	abi	recorded	native decomp/reimplementation
PORT-partyboard-018-host-abi	partyboard	018-host-abi	abi	recorded	Linux AArch64 Cortex-A53
PORT-partyboard-019-elf-class	partyboard	019-elf-class	abi	recorded	ELF64
PORT-partyboard-020-float-abi	partyboard	020-float-abi	abi	recorded	AAPCS64
PORT-partyboard-021-interpreter	partyboard	021-interpreter	abi	recorded	NextOS AArch64 runtime
PORT-partyboard-022-glibc-ceiling	partyboard	022-glibc-ceiling	abi	recorded	not established as a universal artifact; device-specific build
PORT-partyboard-023-loader-family	partyboard	023-loader-family	loader	recorded	native PartyBoard plus Aurora GX-to-GLES2
PORT-partyboard-024-init-array	partyboard	024-init-array	loader	recorded	native Linux startup
PORT-partyboard-025-jni-onload	partyboard	025-jni-onload	loader	recorded	not-applicable: no Android JNI
PORT-partyboard-026-native-lifecycle	partyboard	026-native-lifecycle	loader	recorded	normal PartyBoard boot flow
PORT-partyboard-027-video-ownership	partyboard	027-video-ownership	video	recorded	bundled SDL3 Mali fbdev on target
PORT-partyboard-028-backend-detection	partyboard	028-backend-detection	video	recorded	target-specific Mali path; an SDL2 shim experiment has strict recursion caveat
PORT-partyboard-029-gles-probe	partyboard	029-gles-probe	video	recorded	Mali-450 GLES2 only
PORT-partyboard-030-drawable-size	partyboard	030-drawable-size	video	recorded	NextOS target display
PORT-partyboard-031-video-fix-scope	partyboard	031-video-fix-scope	video	recorded	Aurora ES2 and driver program cache tied to exact target
PORT-partyboard-032-native-audio-first	partyboard	032-native-audio-first	audio	recorded	reconstructed MusyX through SDL3 ALSA
PORT-partyboard-033-audio-fallback-condition	partyboard	033-audio-fallback-condition	audio	recorded	do not pin audio in experimental SDL2 handoff
PORT-partyboard-034-realtime-safety	partyboard	034-realtime-safety	audio	recorded	music and SFX physically validated
PORT-partyboard-035-portmaster-mapping	partyboard	035-portmaster-mapping	input	recorded	SDL3/PortMaster mappings first; exact fallback for 0810:0001
PORT-partyboard-036-input-hotplug	partyboard	036-input-hotplug	input	recorded	up to four SDL controllers
PORT-partyboard-037-cursor-context	partyboard	037-cursor-context	input	recorded	not-applicable: native game controller UI
PORT-partyboard-038-single-instance	partyboard	038-single-instance	lifecycle	recorded	foreground launcher
PORT-partyboard-039-save-pause-exit	partyboard	039-save-pause-exit	lifecycle	recorded	save and Select+Start frontend return validated
PORT-partyboard-040-physical-stacks	partyboard	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"v1.1","result":"title, boards, minigames, four controllers, music/SFX, save and exit","stack":"NextOS Elite Amlogic Mali-450/fbdev"}]
PORT-partyboard-041-limitations	partyboard	041-limitations	evidence	recorded	["Not universal","No other GPU, driver, kernel, firmware or API is claimed","Bundled shader/program cache is driver-specific"]
PORT-partyboard-042-generalization	partyboard	042-generalization	generalization	recorded	{"allowed":["endianness auditing","PortMaster mapping priority","SDL2-compat recursion detector as a negative guard"],"forbidden":["Mali program cache reuse","claim other devices","copy target-specific SDL3 backend choice"]}
PORT-pikmin-001-canonical-id	pikmin	001-canonical-id	identity	recorded	pikmin
PORT-pikmin-002-title	pikmin	002-title	identity	recorded	Pikmin native decomp port
PORT-pikmin-003-support-scope	pikmin	003-support-scope	classification	recorded	single-stack-device-specific
PORT-pikmin-004-publication	pikmin	004-publication	classification	recorded	current-public
PORT-pikmin-005-positive-reference	pikmin	005-positive-reference	classification	recorded	true
PORT-pikmin-006-local-path	pikmin	006-local-path	source	recorded	external:pikmin-nextos
PORT-pikmin-007-remote-url	pikmin	007-remote-url	source	recorded	https://github.com/NextOs-Ports/pikmin-nextos
PORT-pikmin-008-source-snapshot	pikmin	008-source-snapshot	source	recorded	34bf7ae82e6b8fcaca3b1294546312144f86a26a
PORT-pikmin-009-release-tag	pikmin	009-release-tag	release	recorded	v1.0
PORT-pikmin-010-release-commit	pikmin	010-release-commit	release	recorded	34bf7ae82e6b8fcaca3b1294546312144f86a26a
PORT-pikmin-011-release-asset	pikmin	011-release-asset	release	recorded	pikmin.zip
PORT-pikmin-012-release-sha256	pikmin	012-release-sha256	release	recorded	6279bc7d8e5a5fdacab4808c44f2f59639dc66db6444dbd5e689cb9ba8c5490d
PORT-pikmin-013-data-policy	pikmin	013-data-policy	data	recorded	BYO legal Pikmin USA Rev 1 disc/RVZ
PORT-pikmin-014-package-identity	pikmin	014-package-identity	data	recorded	GPIE01_01
PORT-pikmin-015-version-rule	pikmin	015-version-rule	data	recorded	exact disc/decomp baseline
PORT-pikmin-016-transactional-install	pikmin	016-transactional-install	data	recorded	package contains no Nintendo data
PORT-pikmin-017-guest-abi	pikmin	017-guest-abi	abi	recorded	native decomp with console contracts
PORT-pikmin-018-host-abi	pikmin	018-host-abi	abi	recorded	Linux AArch64
PORT-pikmin-019-elf-class	pikmin	019-elf-class	abi	recorded	ELF64
PORT-pikmin-020-float-abi	pikmin	020-float-abi	abi	recorded	AAPCS64 plus audited console-width data
PORT-pikmin-021-interpreter	pikmin	021-interpreter	abi	recorded	NextOS AArch64 runtime
PORT-pikmin-022-glibc-ceiling	pikmin	022-glibc-ceiling	abi	recorded	not established as a universal artifact; device-specific build
PORT-pikmin-023-loader-family	pikmin	023-loader-family	loader	recorded	Pikmin decomp plus Aurora platform layer
PORT-pikmin-024-init-array	pikmin	024-init-array	loader	recorded	native Linux startup
PORT-pikmin-025-jni-onload	pikmin	025-jni-onload	loader	recorded	not-applicable: no Android JNI
PORT-pikmin-026-native-lifecycle	pikmin	026-native-lifecycle	loader	recorded	engine state machine preserved; no forced section
PORT-pikmin-027-video-ownership	pikmin	027-video-ownership	video	recorded	Aurora GLES2 on Mali fbdev target
PORT-pikmin-028-backend-detection	pikmin	028-backend-detection	video	recorded	target-specific build
PORT-pikmin-029-gles-probe	pikmin	029-gles-probe	video	recorded	Mali-450 GLES2
PORT-pikmin-030-drawable-size	pikmin	030-drawable-size	video	recorded	target display
PORT-pikmin-031-video-fix-scope	pikmin	031-video-fix-scope	video	recorded	console endianness, pointer-width and scheduler contracts only
PORT-pikmin-032-native-audio-first	pikmin	032-native-audio-first	audio	recorded	project audio path validated only on target release
PORT-pikmin-033-audio-fallback-condition	pikmin	033-audio-fallback-condition	audio	recorded	no universal fallback inferred
PORT-pikmin-034-realtime-safety	pikmin	034-realtime-safety	audio	recorded	target release evidence only
PORT-pikmin-035-portmaster-mapping	pikmin	035-portmaster-mapping	input	recorded	Aurora/SDL controller path
PORT-pikmin-036-input-hotplug	pikmin	036-input-hotplug	input	recorded	target SDL path
PORT-pikmin-037-cursor-context	pikmin	037-cursor-context	input	recorded	not-applicable: native PADRead game controls
PORT-pikmin-038-single-instance	pikmin	038-single-instance	lifecycle	recorded	foreground package flow
PORT-pikmin-039-save-pause-exit	pikmin	039-save-pause-exit	lifecycle	recorded	target release save and frontend exit evidence
PORT-pikmin-040-physical-stacks	pikmin	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"v1.0","result":"boot, gameplay, audio, controls, save and exit reported by release evidence","stack":"NextOS Elite Mali-450/fbdev"}]
PORT-pikmin-041-limitations	pikmin	041-limitations	evidence	recorded	["Not universal","Host/null-backend flow tests do not prove another physical GPU","No ArkOS, muOS, ROCKNIX or Knulli support claim"]
PORT-pikmin-042-generalization	pikmin	042-generalization	generalization	recorded	{"allowed":["strict endianness and pointer-width audit","preserve engine state machine"],"forbidden":["reuse Aurora/Mali configuration as universal","claim all devices","treat host headless validation as physical-device proof"]}
PORT-prizefighters2-001-canonical-id	prizefighters2	001-canonical-id	identity	recorded	prizefighters2
PORT-prizefighters2-002-title	prizefighters2	002-title	identity	recorded	Prizefighters 2
PORT-prizefighters2-003-support-scope	prizefighters2	003-support-scope	classification	recorded	multi-device-partial
PORT-prizefighters2-004-publication	prizefighters2	004-publication	classification	recorded	current-public
PORT-prizefighters2-005-positive-reference	prizefighters2	005-positive-reference	classification	recorded	true
PORT-prizefighters2-006-local-path	prizefighters2	006-local-path	source	recorded	ports/pf2
PORT-prizefighters2-007-remote-url	prizefighters2	007-remote-url	source	recorded	https://github.com/NextOs-Ports/prizefighters2-nextos
PORT-prizefighters2-008-source-snapshot	prizefighters2	008-source-snapshot	source	recorded	b859b8a27942c319f141f7f3f10a323ad96cf05a
PORT-prizefighters2-009-release-tag	prizefighters2	009-release-tag	release	recorded	v1.0.2
PORT-prizefighters2-010-release-commit	prizefighters2	010-release-commit	release	recorded	b859b8a27942c319f141f7f3f10a323ad96cf05a
PORT-prizefighters2-011-release-asset	prizefighters2	011-release-asset	release	recorded	Prizefighters.2.NextOS-v1.0.2.zip
PORT-prizefighters2-012-release-sha256	prizefighters2	012-release-sha256	release	recorded	376f059cacd623d2ae9eb25deb7eae808581929ee9e4032ce102160c3fa48d1e
PORT-prizefighters2-013-data-policy	prizefighters2	013-data-policy	data	recorded	BYO only
PORT-prizefighters2-014-package-identity	prizefighters2	014-package-identity	data	recorded	Prizefighters 2 v1.09.3 XAPK with arm64 split
PORT-prizefighters2-015-version-rule	prizefighters2	015-version-rule	data	recorded	exact Unity libraries, PairIP layout and data hashes
PORT-prizefighters2-016-transactional-install	prizefighters2	016-transactional-install	data	recorded	NXExtract plus deterministic GLES2 shader-data preparation
PORT-prizefighters2-017-guest-abi	prizefighters2	017-guest-abi	abi	recorded	Android AArch64
PORT-prizefighters2-018-host-abi	prizefighters2	018-host-abi	abi	recorded	Linux AArch64
PORT-prizefighters2-019-elf-class	prizefighters2	019-elf-class	abi	recorded	ELF64
PORT-prizefighters2-020-float-abi	prizefighters2	020-float-abi	abi	recorded	AAPCS64
PORT-prizefighters2-021-interpreter	prizefighters2	021-interpreter	abi	recorded	host AArch64 dynamic loader
PORT-prizefighters2-022-glibc-ceiling	prizefighters2	022-glibc-ceiling	abi	recorded	public package <= GLIBC_2.30
PORT-prizefighters2-023-loader-family	prizefighters2	023-loader-family	loader	recorded	Unity 2022.3.62f2 IL2CPP multi-module loader
PORT-prizefighters2-024-init-array	prizefighters2	024-init-array	loader	recorded	module constructors in NativeLoader order
PORT-prizefighters2-025-jni-onload	prizefighters2	025-jni-onload	loader	recorded	libmain, libil2cpp and libunity in original order
PORT-prizefighters2-026-native-lifecycle	prizefighters2	026-native-lifecycle	loader	recorded	UnityPlayer init, surfaces, input, render and teardown
PORT-prizefighters2-027-video-ownership	prizefighters2	027-video-ownership	video	recorded	firmware SDL/EGL
PORT-prizefighters2-028-backend-detection	prizefighters2	028-backend-detection	video	recorded	GLES capability selected by actual context
PORT-prizefighters2-029-gles-probe	prizefighters2	029-gles-probe	video	recorded	GLES3 request reduced to proven GLES2 path only where required
PORT-prizefighters2-030-drawable-size	prizefighters2	030-drawable-size	video	recorded	real drawable
PORT-prizefighters2-031-video-fix-scope	prizefighters2	031-video-fix-scope	video	recorded	translated platform-5 shader variants belong to exact Unity asset
PORT-prizefighters2-032-native-audio-first	prizefighters2	032-native-audio-first	audio	recorded	original Unity/FMOD mixer
PORT-prizefighters2-033-audio-fallback-condition	prizefighters2	033-audio-fallback-condition	audio	recorded	FMODAudioDevice loop queues PCM to SDL
PORT-prizefighters2-034-realtime-safety	prizefighters2	034-realtime-safety	audio	recorded	dedicated output loop
PORT-prizefighters2-035-portmaster-mapping	prizefighters2	035-portmaster-mapping	input	recorded	SDL GameController database first plus conservative fallbacks
PORT-prizefighters2-036-input-hotplug	prizefighters2	036-input-hotplug	input	recorded	up to eight devices and joystick fallback
PORT-prizefighters2-037-cursor-context	prizefighters2	037-cursor-context	input	recorded	right stick polished pointer and R3 click in menus; gameplay retains native actions
PORT-prizefighters2-038-single-instance	prizefighters2	038-single-instance	lifecycle	recorded	foreground process
PORT-prizefighters2-039-save-pause-exit	prizefighters2	039-save-pause-exit	lifecycle	recorded	settings persistence and exit route validated on target
PORT-prizefighters2-040-physical-stacks	prizefighters2	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"v1.0.2 line","result":"title, tutorial, fight, image, FMOD, control and settings","stack":"NextOS Mali-450/fbdev"},{"level":"physical-subsystem","release":"v1.0.2","result":"clean XAPK extraction, GLES2, ALSA and 820-frame playable boot","stack":"R36S/ArkOS Mali-G31/KMSDRM"}]
PORT-prizefighters2-041-limitations	prizefighters2	041-limitations	evidence	recorded	["ArkOS evidence is not promoted to a complete long-session lifecycle","One ordinal-device correction awaited community retest"]
PORT-prizefighters2-042-generalization	prizefighters2	042-generalization	generalization	recorded	{"allowed":["Unity module order","context-separated cursor","managed Input System device publication"],"forbidden":["reuse shader patches on another Unity asset","claim full ArkOS cycle from boot evidence"]}
PORT-sonic4ep2-001-canonical-id	sonic4ep2	001-canonical-id	identity	recorded	sonic4ep2
PORT-sonic4ep2-002-title	sonic4ep2	002-title	identity	recorded	Sonic the Hedgehog 4: Episode II
PORT-sonic4ep2-003-support-scope	sonic4ep2	003-support-scope	classification	recorded	multi-device-mixed-evidence
PORT-sonic4ep2-004-publication	sonic4ep2	004-publication	classification	recorded	current-public
PORT-sonic4ep2-005-positive-reference	sonic4ep2	005-positive-reference	classification	recorded	true
PORT-sonic4ep2-006-local-path	sonic4ep2	006-local-path	source	recorded	ports/sonic4
PORT-sonic4ep2-007-remote-url	sonic4ep2	007-remote-url	source	recorded	https://github.com/NextOs-Ports/sonic4ep2-nextos
PORT-sonic4ep2-008-source-snapshot	sonic4ep2	008-source-snapshot	source	recorded	e162654d074dc2f98185a4cf65c1ec47513146bc
PORT-sonic4ep2-009-release-tag	sonic4ep2	009-release-tag	release	recorded	v6
PORT-sonic4ep2-010-release-commit	sonic4ep2	010-release-commit	release	recorded	e162654d074dc2f98185a4cf65c1ec47513146bc
PORT-sonic4ep2-011-release-asset	sonic4ep2	011-release-asset	release	recorded	sonic4ep2.zip
PORT-sonic4ep2-012-release-sha256	sonic4ep2	012-release-sha256	release	recorded	5d4c7647494cf8212f33bc96bedca4dbcd723c0b6e682c93a372b84bb93fffc6
PORT-sonic4ep2-013-data-policy	sonic4ep2	013-data-policy	data	recorded	BYO only
PORT-sonic4ep2-014-package-identity	sonic4ep2	014-package-identity	data	recorded	Android 3.0.0-109 ARM64 libfox plus matching assets
PORT-sonic4ep2-015-version-rule	sonic4ep2	015-version-rule	data	recorded	ARM64 split and data validated together; old 2.0.0 ARMv7 is another engine
PORT-sonic4ep2-016-transactional-install	sonic4ep2	016-transactional-install	data	recorded	first-run validator/extractor for user package
PORT-sonic4ep2-017-guest-abi	sonic4ep2	017-guest-abi	abi	recorded	Android AArch64; old ARMv7 explicitly separate
PORT-sonic4ep2-018-host-abi	sonic4ep2	018-host-abi	abi	recorded	Linux AArch64
PORT-sonic4ep2-019-elf-class	sonic4ep2	019-elf-class	abi	recorded	ELF64 for v6
PORT-sonic4ep2-020-float-abi	sonic4ep2	020-float-abi	abi	recorded	AAPCS64
PORT-sonic4ep2-021-interpreter	sonic4ep2	021-interpreter	abi	recorded	host AArch64 dynamic loader
PORT-sonic4ep2-022-glibc-ceiling	sonic4ep2	022-glibc-ceiling	abi	recorded	public Linux ELFs audited for low-glibc policy
PORT-sonic4ep2-023-loader-family	sonic4ep2	023-loader-family	loader	recorded	SEGA libfox AArch64 ELF loader
PORT-sonic4ep2-024-init-array	sonic4ep2	024-init-array	loader	recorded	constructors and aliases preserved
PORT-sonic4ep2-025-jni-onload	sonic4ep2	025-jni-onload	loader	recorded	native registration preserved
PORT-sonic4ep2-026-native-lifecycle	sonic4ep2	026-native-lifecycle	loader	recorded	engine launch and gameplay flow preserved
PORT-sonic4ep2-027-video-ownership	sonic4ep2	027-video-ownership	video	recorded	firmware EGL/GLES
PORT-sonic4ep2-028-backend-detection	sonic4ep2	028-backend-detection	video	recorded	device study separates fbdev, KMSDRM and Panfrost
PORT-sonic4ep2-029-gles-probe	sonic4ep2	029-gles-probe	video	recorded	actual GLES path
PORT-sonic4ep2-030-drawable-size	sonic4ep2	030-drawable-size	video	recorded	real target size
PORT-sonic4ep2-031-video-fix-scope	sonic4ep2	031-video-fix-scope	video	recorded	engine-specific audio/video fixes stay versioned
PORT-sonic4ep2-032-native-audio-first	sonic4ep2	032-native-audio-first	audio	recorded	engine audio retained with redistributable decoder fallbacks
PORT-sonic4ep2-033-audio-fallback-condition	sonic4ep2	033-audio-fallback-condition	audio	recorded	output route changes only after detected failure
PORT-sonic4ep2-034-realtime-safety	sonic4ep2	034-realtime-safety	audio	recorded	music and SFX proven on recorded targets
PORT-sonic4ep2-035-portmaster-mapping	sonic4ep2	035-portmaster-mapping	input	recorded	PortMaster/SDL controller mapping
PORT-sonic4ep2-036-input-hotplug	sonic4ep2	036-input-hotplug	input	recorded	firmware controller path
PORT-sonic4ep2-037-cursor-context	sonic4ep2	037-cursor-context	input	recorded	not-applicable: native Sonic controls
PORT-sonic4ep2-038-single-instance	sonic4ep2	038-single-instance	lifecycle	recorded	foreground game instance
PORT-sonic4ep2-039-save-pause-exit	sonic4ep2	039-save-pause-exit	lifecycle	recorded	save/audio/exit evidenced on prior physical runs
PORT-sonic4ep2-040-physical-stacks	sonic4ep2	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"v6","result":"end-to-end playable release","stack":"NextOS Mali-450/fbdev"},{"level":"physical-full","release":"v5 loader line","result":"runtime, save and audio","stack":"R36S/ArkOS"},{"level":"physical-full","release":"v5 loader line","result":"gameplay, music and SFX","stack":"NextOS X5M"},{"level":"community-confirmed","release":"reported v6 line","result":"reported working","stack":"muOS and ROCKNIX/Panfrost"}]
PORT-sonic4ep2-041-limitations	sonic4ep2	041-limitations	evidence	recorded	["Community reports are not local instrumentation","ARMv7 is a different artifact and engine","Historical STATUS contains sensitive hygiene issues and must not be copied into packages"]
PORT-sonic4ep2-042-generalization	sonic4ep2	042-generalization	generalization	recorded	{"allowed":["independent AArch64 loader cross-check","ABI separation","decoder fallback packaging"],"forbidden":["merge ARMv7 and ARM64 offsets","promote community report to physical-full","copy raw IP/path logs"]}
PORT-sor4-001-canonical-id	sor4	001-canonical-id	identity	recorded	sor4
PORT-sor4-002-title	sor4	002-title	identity	recorded	Streets of Rage 4
PORT-sor4-003-support-scope	sor4	003-support-scope	classification	recorded	single-stack-validated-public
PORT-sor4-004-publication	sor4	004-publication	classification	recorded	current-public
PORT-sor4-005-positive-reference	sor4	005-positive-reference	classification	recorded	true
PORT-sor4-006-local-path	sor4	006-local-path	source	recorded	ports/sor4
PORT-sor4-007-remote-url	sor4	007-remote-url	source	recorded	https://github.com/NextOs-Ports/sor4-nextos
PORT-sor4-008-source-snapshot	sor4	008-source-snapshot	source	recorded	8769082f0d029f526c6560aa504c258982ee2e2e
PORT-sor4-009-release-tag	sor4	009-release-tag	release	recorded	v2.0.2
PORT-sor4-010-release-commit	sor4	010-release-commit	release	recorded	8769082f0d029f526c6560aa504c258982ee2e2e
PORT-sor4-011-release-asset	sor4	011-release-asset	release	recorded	sor4.zip
PORT-sor4-012-release-sha256	sor4	012-release-sha256	release	recorded	5e4641ffc00e59261539de71534f99c77f24c7a469c975532bc0312ad23aa48c
PORT-sor4-013-data-policy	sor4	013-data-policy	data	recorded	BYO game data
PORT-sor4-014-package-identity	sor4	014-package-identity	data	recorded	SOR4 data compatible with canonical package
PORT-sor4-015-version-rule	sor4	015-version-rule	data	recorded	canonical repository recipe only
PORT-sor4-016-transactional-install	sor4	016-transactional-install	data	recorded	deterministic public package and SHA sidecar
PORT-sor4-017-guest-abi	sor4	017-guest-abi	abi	recorded	native .NET 9/CoreCLR and MonoGame
PORT-sor4-018-host-abi	sor4	018-host-abi	abi	recorded	Linux AArch64
PORT-sor4-019-elf-class	sor4	019-elf-class	abi	recorded	ELF64
